Tiempo;Abs;patogeno;Probiotico;Muestra
4; 0.1457 ;E.coli;M4;HECES
4;0.1451;E.coli;;HECES
4;0.1546;E.coli;;HECES
4; 0.1498 ;E.coli;M5;LECHE
4;0.1417;E.coli;;LECHE
4;0.1579;E.coli;;LECHE
4; 0.1537 ;E.coli;M6;LECHE
4;0.1434;E.coli;;LECHE
4;0.1637;E.coli;;LECHE
4; 0.1700 ;E.coli;M7;HECES
4;0.1602;E.coli;;HECES
4;0.1806;E.coli;;HECES
4; 0.1628 ;E.coli;M8;LECHE
4;0.1421;E.coli;;LECHE
4;0.2005;E.coli;;LECHE
4; 0.1720 ;E.coli;M9;HECES
4;0.1636;E.coli;;HECES
4;0.2137;E.coli;;HECES
4; 0.1617 ;E.coli;M10;HECES
4;0.1601;E.coli;;HECES
4;0.1831;E.coli;;HECES
4; 0.1794 ;E.coli;M11;LECHE
4;0.1774;E.coli;;LECHE
4;0.1814;E.coli;;LECHE
4; 0.1852 ;E.coli;M12;LECHE
4;0.1803;E.coli;;LECHE
4;0.1693;E.coli;;LECHE
4; 0.2325 ;E.coli;M13;HECES
4;0.2198;E.coli;;HECES
4;0.2362;E.coli;;HECES
4; 0.1647 ;E.coli;M14;HECES
4;0.1590;E.coli;;HECES
4;0.1996;E.coli;;HECES
4; 0.1188 ;E.coli;M15;LECHE
4;0.1162;E.coli;;LECHE
4;0.1609;E.coli;;LECHE
4; 0.1795 ;E.coli;M16;HECES
4;0.1831;E.coli;;HECES
4;0.1715;E.coli;;HECES
4; 0.1793 ;E.coli;M17;HECES
4;0.1781;E.coli;;HECES
4;0.2078;E.coli;;HECES
4; 0.1572 ;E.coli;M18;HECES
4;0.1632;E.coli;;HECES
4;0.1589;E.coli;;HECES
4; 0.1694 ;E.coli;M19;HECES
4;0.1704;E.coli;;HECES
4;0.1735;E.coli;;HECES
4; 0.1711 ;E.coli;M20;HECES
4;0.1703;E.coli;;HECES
4;0.1450;E.coli;;HECES
4; 0.1760 ;E.coli;M21;LECHE
4;0.1797;E.coli;;LECHE
4;0.1865;E.coli;;LECHE
4; 0.3626 ;E.coli;M22;HECES
4;0.1859;E.coli;;HECES
4;0.3784;E.coli;;HECES
4; 0.1863 ;E.coli;M23;LECHE
4;0.1859;E.coli;;LECHE
4;0.5890;E.coli;;LECHE
4; 0.2434 ;E.coli;M24;LECHE
4;0.2440;E.coli;;LECHE
4;0.2310;E.coli;;LECHE
4; 0.1152 ;E.coli;M25;HECES
4;0.1187;E.coli;;HECES
4;0.1202;E.coli;;HECES
4; 0.1198 ;E.coli;M26;HECES
4;0.1188;E.coli;;HECES
4;0.1224;E.coli;;HECES
4; 0.1215 ;E.coli;M27;LECHE
4;0.1225;E.coli;;LECHE
4;0.1212;E.coli;;LECHE
4; 0.1270 ;E.coli;M28;LECHE
4;0.1197;E.coli;;LECHE
4;0.1194;E.coli;;LECHE
4; 0.1720 ;E.coli;M29;HECES
4;0.1768;E.coli;;HECES
4;0.1873;E.coli;;HECES
4; 0.1825 ;E.coli;M30;LECHE
4;0.1915;E.coli;;LECHE
4;0.1743;E.coli;;LECHE
4; 0.1418  ;E.coli;M31;HECES
4;0.1500;E.coli;;HECES
4;0.1521;E.coli;;HECES
4; 0.1509 ;E.coli;M32;LECHE
4;0.1512;E.coli;;LECHE
4;0.1461;E.coli;;LECHE
4; 0.2061 ;E.coli;M33;LECHE
4;0.2027;E.coli;;LECHE
4;0.2033;E.coli;;LECHE
4; 0.1507 ;E.coli;M34;LECHE
4;0.1496;E.coli;;LECHE
4;0.1493;E.coli;;LECHE
5; 0.1542 ;E.coli;M1;HECES
5;0.1541;E.coli;;HECES
5;0.1607;E.coli;;HECES
5; 0.1430 ;E.coli;M2;HECES
5;0.1391;E.coli;;HECES
5;0.1573;E.coli;;HECES
5; 0.1478 ;E.coli;M3;HECES
5;0.1527;E.coli;;HECES
5;0.1527;E.coli;;HECES
5; 0.1457 ;E.coli;M4;HECES
5;0.1434;E.coli;;HECES
5;0.1547;E.coli;;HECES
5; 0.1510 ;E.coli;M5;LECHE
5;0.1444;E.coli;;LECHE
5;0.1594;E.coli;;LECHE
5; 0.1548 ;E.coli;M6;LECHE
5;0.1436;E.coli;;LECHE
5;0.1458;E.coli;;LECHE
5; 0.1716 ;E.coli;M7;HECES
5;0.1616;E.coli;;HECES
5;0.1619;E.coli;;HECES
5; 0.1472 ;E.coli;M8;LECHE
5;0.1438;E.coli;;LECHE
5;0.1871;E.coli;;LECHE
5; 0.1725 ;E.coli;M9;HECES
5;0.1664;E.coli;;HECES
5;0.2191;E.coli;;HECES
5; 0.1626 ;E.coli;M10;HECES
5;0.1604;E.coli;;HECES
5;0.1915;E.coli;;HECES
5; 0.1785  ;E.coli;M11;LECHE
5;0.1765;E.coli;;LECHE
5;0.2077;E.coli;;LECHE
5; 0.1841 ;E.coli;M12;LECHE
5;0.1797;E.coli;;LECHE
5;0.1964;E.coli;;LECHE
5; 0.2326 ;E.coli;M13;HECES
5;0.2210;E.coli;;HECES
5;0.2660;E.coli;;HECES
5; 0.1652 ;E.coli;M14;HECES
5;0.1598;E.coli;;HECES
5;0.1966;E.coli;;HECES
5; 0.1183 ;E.coli;M15;LECHE
5;0.1165;E.coli;;LECHE
5;0.1889;E.coli;;LECHE
5; 0.1787 ;E.coli;M16;HECES
5;0.1822;E.coli;;HECES
5;0.2106;E.coli;;HECES
5; 0.1799 ;E.coli;M17;HECES
5;0.1791;E.coli;;HECES
5;0.2294;E.coli;;HECES
5; 0.1586 ;E.coli;M18;HECES
5;0.1643;E.coli;;HECES
5;0.1491;E.coli;;HECES
5; 0.1709  ;E.coli;M19;HECES
5;0.1709;E.coli;;HECES
5;0.1800;E.coli;;HECES
5; 0.1725 ;E.coli;M20;HECES
5;0.1713;E.coli;;HECES
5;0.1427;E.coli;;HECES
5; 0.1745 ;E.coli;M21;LECHE
5;0.1799;E.coli;;LECHE
5;0.1685;E.coli;;LECHE
5; 0.4648 ;E.coli;M22;HECES
5;0.1937;E.coli;;HECES
5;0.4838;E.coli;;HECES
5; 0.1813 ;E.coli;M23;LECHE
5;0.1937;E.coli;;LECHE
5;0.6041;E.coli;;LECHE
5; 0.2416 ;E.coli;M24;LECHE
5;0.2437;E.coli;;LECHE
5;0.2510;E.coli;;LECHE
5; 0.1138 ;E.coli;M25;HECES
5;0.1169;E.coli;;HECES
5;0.1195;E.coli;;HECES
5; 0.1205 ;E.coli;M26;HECES
5;0.1194;E.coli;;HECES
5;0.1227;E.coli;;HECES
5; 0.1194 ;E.coli;M27;LECHE
5;0.1224;E.coli;;LECHE
5;0.1197;E.coli;;LECHE
5; 0.1275 ;E.coli;M28;LECHE
5;0.1189;E.coli;;LECHE
5;0.1193;E.coli;;LECHE
5; 0.1711 ;E.coli;M29;HECES
5;0.1753;E.coli;;HECES
5;0.1676;E.coli;;HECES
5; 0.1823 ;E.coli;M30;LECHE
5;0.1902;E.coli;;LECHE
5;0.2023;E.coli;;LECHE
5; 0.1901 ;E.coli;M31;HECES
5;0.1919;E.coli;;HECES
5;0.1877;E.coli;;HECES
5; 0.1778 ;E.coli;M32;LECHE
5;0.1767;E.coli;;LECHE
5;0.1821;E.coli;;LECHE
5; 0.2311 ;E.coli;M33;LECHE
5;0.2037;E.coli;;LECHE
5;0.2343;E.coli;;LECHE
5; 0.1854 ;E.coli;M34;LECHE
5;0.1773;E.coli;;LECHE
5;0.1755;E.coli;;LECHE
6; 0.1544 ;E.coli;M1;HECES
6;0.1559;E.coli;;HECES
6;0.1666;E.coli;;HECES
6; 0.1428 ;E.coli;M2;HECES
6;0.1387;E.coli;;HECES
6;0.1629;E.coli;;HECES
6; 0.1482 ;E.coli;M3;HECES
6;0.1528;E.coli;;HECES
6;0.1547;E.coli;;HECES
6; 0.1466 ;E.coli;M4;HECES
6;0.1440;E.coli;;HECES
6;0.1554;E.coli;;HECES
6; 0.1513  ;E.coli;M5;LECHE
6;0.1448;E.coli;;LECHE
6;0.1611;E.coli;;LECHE
6; 0.1555 ;E.coli;M6;LECHE
6;0.1442;E.coli;;LECHE
6;0.1468;E.coli;;LECHE
6; 0.1711 ;E.coli;M7;HECES
6;0.1615;E.coli;;HECES
6;0.1622;E.coli;;HECES
6; 0.1482 ;E.coli;M8;LECHE
6;0.1436;E.coli;;LECHE
6;0.1919;E.coli;;LECHE
6; 0.1718 ;E.coli;M9;HECES
6;0.1667;E.coli;;HECES
6;0.2438;E.coli;;HECES
6; 0.1623  ;E.coli;M10;HECES
6;0.1606;E.coli;;HECES
6;0.2089;E.coli;;HECES
6; 0.1778 ;E.coli;M11;LECHE
6;0.1759;E.coli;;LECHE
6;0.1813;E.coli;;LECHE
6; 0.1843 ;E.coli;M12;LECHE
6;0.1796;E.coli;;LECHE
6;0.1671;E.coli;;LECHE
6; 0.2350 ;E.coli;M13;HECES
6;0.2226;E.coli;;HECES
6;0.2351;E.coli;;HECES
6; 0.1652 ;E.coli;M14;HECES
6;0.1597;E.coli;;HECES
6;0.2141;E.coli;;HECES
6;  0.2208;E.coli;M15;LECHE
6;0.1168;E.coli;;LECHE
6;0.1189;E.coli;;LECHE
6; 0.1786 ;E.coli;M16;HECES
6;0.1826;E.coli;;HECES
6;0.1719;E.coli;;HECES
6; 0.1794 ;E.coli;M17;HECES
6;0.1787;E.coli;;HECES
6;0.2100;E.coli;;HECES
6; 0.1582 ;E.coli;M18;HECES
6;0.1646;E.coli;;HECES
6;0.1508;E.coli;;HECES
6; 0.1695 ;E.coli;M19;HECES
6;0.1716;E.coli;;HECES
6;0.1911;E.coli;;HECES
6; 0.1708 ;E.coli;M20;HECES
6;0.1713;E.coli;;HECES
6;0.1463;E.coli;;HECES
6; 0.1747 ;E.coli;M21;LECHE
6;0.1710;E.coli;;LECHE
6;0.1798;E.coli;;LECHE
6; 0.5399 ;E.coli;M22;HECES
6;0.2060;E.coli;;HECES
6;0.5540;E.coli;;HECES
6; 0.1846 ;E.coli;M23;LECHE
6;0.2060;E.coli;;LECHE
6;0.6450;E.coli;;LECHE
6; 0.2412 ;E.coli;M24;LECHE
6;0.2436;E.coli;;LECHE
6;0.2294;E.coli;;LECHE
6; 0.1166 ;E.coli;M25;HECES
6;0.1200;E.coli;;HECES
6;0.1205;E.coli;;HECES
6; 0.1222 ;E.coli;M26;HECES
6;0.1217;E.coli;;HECES
6;0.1244;E.coli;;HECES
6; 0.1216 ;E.coli;M27;LECHE
6;0.1235;E.coli;;LECHE
6;0.1223;E.coli;;LECHE
6; 0.1288 ;E.coli;M28;LECHE
6;0.1193;E.coli;;LECHE
6;0.1195;E.coli;;LECHE
6; 0.1712 ;E.coli;M29;HECES
6;0.1760;E.coli;;HECES
6;0.1691;E.coli;;HECES
6; 0.1817 ;E.coli;M30;LECHE
6;0.1899;E.coli;;LECHE
6;0.1759;E.coli;;LECHE
6; 0.1436 ;E.coli;M31;HECES
6;0.1508;E.coli;;HECES
6;0.1492;E.coli;;HECES
6; 0.1501 ;E.coli;M32;LECHE
6;0.1489;E.coli;;LECHE
6;0.1447;E.coli;;LECHE
6; 0.2064 ;E.coli;M33;LECHE
6;0.2048;E.coli;;LECHE
6;0.2028;E.coli;;LECHE
6; 0.1510 ;E.coli;M34;LECHE
6;0.1498;E.coli;;LECHE
6;0.1485;E.coli;;LECHE
7; 0.1566 ;E.coli;M1;HECES
7;0.1562;E.coli;;HECES
7;0.1736;E.coli;;HECES
7; 0.1453 ;E.coli;M2;HECES
7;0.1409;E.coli;;HECES
7;0.1695;E.coli;;HECES
7; 0.1490 ;E.coli;M3;HECES
7;0.1544;E.coli;;HECES
7;0.1599;E.coli;;HECES
7; 0.1462 ;E.coli;M4;HECES
7;0.1467;E.coli;;HECES
7;0.1559;E.coli;;HECES
7; 0.1542 ;E.coli;M5;LECHE
7;0.1466;E.coli;;LECHE
7;0.1618;E.coli;;LECHE
7; 0.1564 ;E.coli;M6;LECHE
7;0.1473;E.coli;;LECHE
7;0.1479;E.coli;;LECHE
7; 0.1728 ;E.coli;M7;HECES
7;0.1625;E.coli;;HECES
7;0.1661;E.coli;;HECES
7; 0.1500 ;E.coli;M8;LECHE
7;0.1445;E.coli;;LECHE
7;0.1985;E.coli;;LECHE
7; 0.1732  ;E.coli;M9;HECES
7;0.1682;E.coli;;HECES
7;0.2652;E.coli;;HECES
7; 0.1622 ;E.coli;M10;HECES
7;0.1611;E.coli;;HECES
7;0.2259;E.coli;;HECES
7; 0.1767 ;E.coli;M11;LECHE
7;0.1750;E.coli;;LECHE
7;0.1845;E.coli;;LECHE
7; 0.1835 ;E.coli;M12;LECHE
7;0.1790;E.coli;;LECHE
7;0.1683;E.coli;;LECHE
7; 0.2364 ;E.coli;M13;HECES
7;0.2238;E.coli;;HECES
7;0.2371;E.coli;;HECES
7; 0.1654 ;E.coli;M14;HECES
7;0.1607;E.coli;;HECES
7;0.2277;E.coli;;HECES
7; 0.1191 ;E.coli;M15;LECHE
7;0.1168;E.coli;;LECHE
7;0.2514;E.coli;;LECHE
7; 0.1780 ;E.coli;M16;HECES
7;0.1819;E.coli;;HECES
7;0.1746;E.coli;;HECES
7; 0.1795 ;E.coli;M17;HECES
7;0.1791;E.coli;;HECES
7;0.2203;E.coli;;HECES
7; 0.1590 ;E.coli;M18;HECES
7;0.1645;E.coli;;HECES
7;0.1535;E.coli;;HECES
7; 0.1711 ;E.coli;M19;HECES
7;0.1709;E.coli;;HECES
7;0.2124;E.coli;;HECES
7; 0.1711 ;E.coli;M20;HECES
7;0.1716;E.coli;;HECES
7;0.1527;E.coli;;HECES
7; 0.1748 ;E.coli;M21;LECHE
7;0.1802;E.coli;;LECHE
7;0.1732;E.coli;;LECHE
7; 0.5927 ;E.coli;M22;HECES
7;0.2359;E.coli;;HECES
7;0.6058;E.coli;;HECES
7; 0.1845  ;E.coli;M23;LECHE
7;0.2359;E.coli;;LECHE
7;0.6651;E.coli;;LECHE
7; 0.2418  ;E.coli;M24;LECHE
7;0.2441;E.coli;;LECHE
7;0.2328;E.coli;;LECHE
7; 0.1148 ;E.coli;M25;HECES
7;0.1200;E.coli;;HECES
7;0.1200;E.coli;;HECES
7; 0.1225  ;E.coli;M26;HECES
7;0.1217;E.coli;;HECES
7;0.1262;E.coli;;HECES
7; 0.1213 ;E.coli;M27;LECHE
7;0.1232;E.coli;;LECHE
7;0.1222;E.coli;;LECHE
7; 0.1285 ;E.coli;M28;LECHE
7;0.1195;E.coli;;LECHE
7;0.1202;E.coli;;LECHE
7; 0.1708 ;E.coli;M29;HECES
7;0.1758;E.coli;;HECES
7;0.1710;E.coli;;HECES
7; 0.1824 ;E.coli;M30;LECHE
7;0.1910;E.coli;;LECHE
7;0.1835;E.coli;;LECHE
7; 0.1463  ;E.coli;M31;HECES
7;0.1534;E.coli;;HECES
7;0.1503;E.coli;;HECES
7; 0.1527 ;E.coli;M32;LECHE
7;0.1513;E.coli;;LECHE
7;0.1467;E.coli;;LECHE
7; 0.2059  ;E.coli;M33;LECHE
7;0.2061;E.coli;;LECHE
7;0.2047;E.coli;;LECHE
7; 0.1536 ;E.coli;M34;LECHE
7;0.1523;E.coli;;LECHE
7;0.1500;E.coli;;LECHE
8; 0.1553 ;E.coli;M1;HECES
8;0.1566;E.coli;;HECES
8;0.1782;E.coli;;HECES
8; 0.1450  ;E.coli;M2;HECES
8;0.1401;E.coli;;HECES
8;0.1767;E.coli;;HECES
8; 0.1489 ;E.coli;M3;HECES
8;0.1534;E.coli;;HECES
8;0.1653;E.coli;;HECES
8; 0.1472 ;E.coli;M4;HECES
8;0.1462;E.coli;;HECES
8;0.1571;E.coli;;HECES
8; 0.1535 ;E.coli;M5;LECHE
8;0.1478;E.coli;;LECHE
8;0.1647;E.coli;;LECHE
8; 0.1549 ;E.coli;M6;LECHE
8;0.1449;E.coli;;LECHE
8;0.1496;E.coli;;LECHE
8; 0.1714 ;E.coli;M7;HECES
8;0.1625;E.coli;;HECES
8;0.1681;E.coli;;HECES
8; 0.1522  ;E.coli;M8;LECHE
8;0.1437;E.coli;;LECHE
8;0.2045;E.coli;;LECHE
8; 0.1744  ;E.coli;M9;HECES
8;0.1686;E.coli;;HECES
8;0.2878;E.coli;;HECES
8; 0.1600 ;E.coli;M10;HECES
8;0.1632;E.coli;;HECES
8;0.2481;E.coli;;HECES
8; 0.1797 ;E.coli;M11;LECHE
8;0.1760;E.coli;;LECHE
8;0.1856;E.coli;;LECHE
8; 0.1859 ;E.coli;M12;LECHE
8;0.1805;E.coli;;LECHE
8;0.1693;E.coli;;LECHE
8; 0.2378 ;E.coli;M13;HECES
8;0.2262;E.coli;;HECES
8;0.2366;E.coli;;HECES
8; 0.1676 ;E.coli;M14;HECES
8;0.1623;E.coli;;HECES
8;0.2453;E.coli;;HECES
8; 0.1192 ;E.coli;M15;LECHE
8;0.1169;E.coli;;LECHE
8;0.2753;E.coli;;LECHE
8; 0.1797 ;E.coli;M16;HECES
8;0.1836;E.coli;;HECES
8;0.1770;E.coli;;HECES
8; 0.1803 ;E.coli;M17;HECES
8;0.1797;E.coli;;HECES
8;0.2270;E.coli;;HECES
8; 0.1597  ;E.coli;M18;HECES
8;0.1659;E.coli;;HECES
8;0.1537;E.coli;;HECES
8; 0.1747 ;E.coli;M19;HECES
8;0.1727;E.coli;;HECES
8;0.2370;E.coli;;HECES
8; 0.1717  ;E.coli;M20;HECES
8;0.1726;E.coli;;HECES
8;0.1567;E.coli;;HECES
8; 0.1766 ;E.coli;M21;LECHE
8;0.1820;E.coli;;LECHE
8;0.1758;E.coli;;LECHE
8; 0.6070 ;E.coli;M22;HECES
8;0.3023;E.coli;;HECES
8;0.6425;E.coli;;HECES
8; 0.1858 ;E.coli;M23;LECHE
8;0.3023;E.coli;;LECHE
8;0.6845;E.coli;;LECHE
8; 0.2453 ;E.coli;M24;LECHE
8;0.2458;E.coli;;LECHE
8;0.2335;E.coli;;LECHE
8; 0.1149  ;E.coli;M25;HECES
8;0.1210;E.coli;;HECES
8;0.1206;E.coli;;HECES
8; 0.1244 ;E.coli;M26;HECES
8;0.1231;E.coli;;HECES
8;0.1275;E.coli;;HECES
8; 0.1219 ;E.coli;M27;LECHE
8;0.1195;E.coli;;LECHE
8;0.1227;E.coli;;LECHE
8; 0.1295 ;E.coli;M28;LECHE
8;0.1195;E.coli;;LECHE
8;0.1216;E.coli;;LECHE
8; 0.1724  ;E.coli;M29;HECES
8;0.1773;E.coli;;HECES
8;0.1718;E.coli;;HECES
8; 0.1824 ;E.coli;M30;LECHE
8;0.1910;E.coli;;LECHE
8;0.1835;E.coli;;LECHE
8; 0.1468 ;E.coli;M31;HECES
8;0.1549;E.coli;;HECES
8;0.1512;E.coli;;HECES
8; 0.1524 ;E.coli;M32;LECHE
8;0.1520;E.coli;;LECHE
8;0.1462;E.coli;;LECHE
8; 0.2076 ;E.coli;M33;LECHE
8;0.2083;E.coli;;LECHE
8;0.2044;E.coli;;LECHE
8; 0.1540 ;E.coli;M34;LECHE
8;0.1540;E.coli;;LECHE
8;0.1521;E.coli;;LECHE
9; 0.1559 ;E.coli;M1;HECES
9;0.1566;E.coli;;HECES
9;0.1840;E.coli;;HECES
9; 0.1448 ;E.coli;M2;HECES
9;0.1409;E.coli;;HECES
9;0.1814;E.coli;;HECES
9; 0.1495  ;E.coli;M3;HECES
9;0.1539;E.coli;;HECES
9;0.1696;E.coli;;HECES
9; 0.1490 ;E.coli;M4;HECES
9;0.1465;E.coli;;HECES
9;0.1572;E.coli;;HECES
9; 0.1566 ;E.coli;M5;LECHE
9;0.1469;E.coli;;LECHE
9;0.1638;E.coli;;LECHE
9; 0.1561 ;E.coli;M6;LECHE
9;0.1450;E.coli;;LECHE
9;0.1496;E.coli;;LECHE
9; 0.1728 ;E.coli;M7;HECES
9;0.1627;E.coli;;HECES
9;0.1707;E.coli;;HECES
9; 0.1542 ;E.coli;M8;LECHE
9;0.1442;E.coli;;LECHE
9;0.2099;E.coli;;LECHE
9; 0.1748 ;E.coli;M9;HECES
9;0.1699;E.coli;;HECES
9;0.3125;E.coli;;HECES
9; 0.1651 ;E.coli;M10;HECES
9;0.1639;E.coli;;HECES
9;0.2613;E.coli;;HECES
9; 0.1794 ;E.coli;M11;LECHE
9;0.1755;E.coli;;LECHE
9;0.1887;E.coli;;LECHE
9; 0.1855 ;E.coli;M12;LECHE
9;0.1802;E.coli;;LECHE
9;0.1698;E.coli;;LECHE
9; 0.2392 ;E.coli;M13;HECES
9;0.2264;E.coli;;HECES
9;0.2388;E.coli;;HECES
9; 0.1682 ;E.coli;M14;HECES
9;0.1632;E.coli;;HECES
9;0.2616;E.coli;;HECES
9; 0.1206 ;E.coli;M15;LECHE
9;0.1176;E.coli;;LECHE
9;0.2900;E.coli;;LECHE
9; 0.1793 ;E.coli;M16;HECES
9;0.1836;E.coli;;HECES
9;0.1817;E.coli;;HECES
9; 0.1812 ;E.coli;M17;HECES
9;0.1813;E.coli;;HECES
9;0.2327;E.coli;;HECES
9; 0.1602 ;E.coli;M18;HECES
9;0.1684;E.coli;;HECES
9;0.1539;E.coli;;HECES
9; 0.1725 ;E.coli;M19;HECES
9;0.1736;E.coli;;HECES
9;0.2652;E.coli;;HECES
9; 0.1729 ;E.coli;M20;HECES
9;0.1733;E.coli;;HECES
9;0.1605;E.coli;;HECES
9; 0.1770 ;E.coli;M21;LECHE
9;0.1814;E.coli;;LECHE
9;0.1782;E.coli;;LECHE
9; 0.6165 ;E.coli;M22;HECES
9;0.3721;E.coli;;HECES
9;0.6631;E.coli;;HECES
9; 0.1853 ;E.coli;M23;LECHE
9;0.3721;E.coli;;LECHE
9;0.7144;E.coli;;LECHE
9; 0.2440 ;E.coli;M24;LECHE
9;0.2451;E.coli;;LECHE
9;0.2362;E.coli;;LECHE
9; 0.1156 ;E.coli;M25;HECES
9;0.1220;E.coli;;HECES
9;0.1215;E.coli;;HECES
9; 0.1261 ;E.coli;M26;HECES
9;0.1247;E.coli;;HECES
9;0.1284;E.coli;;HECES
9; 0.1228  ;E.coli;M27;LECHE
9;0.1252;E.coli;;LECHE
9;0.1235;E.coli;;LECHE
9; 0.1307 ;E.coli;M28;LECHE
9;0.1210;E.coli;;LECHE
9;0.1222;E.coli;;LECHE
9; 0.1722 ;E.coli;M29;HECES
9;0.1771;E.coli;;HECES
9;0.1743;E.coli;;HECES
9; 0.1828 ;E.coli;M30;LECHE
9;0.1912;E.coli;;LECHE
9;0.1872;E.coli;;LECHE
9; 0.1499 ;E.coli;M31;HECES
9;0.1573;E.coli;;HECES
9;0.1525;E.coli;;HECES
9; 0.1568  ;E.coli;M32;LECHE
9;0.1538;E.coli;;LECHE
9;0.1468;E.coli;;LECHE
9; 0.2090 ;E.coli;M33;LECHE
9;0.2090;E.coli;;LECHE
9;0.2068;E.coli;;LECHE
9; 0.1555 ;E.coli;M34;LECHE
9;0.1555;E.coli;;LECHE
9;0.1544;E.coli;;LECHE
10; 0.1550 ;E.coli;M1;HECES
10;0.1563;E.coli;;HECES
10;0.1878;E.coli;;HECES
10; 0.1456  ;E.coli;M2;HECES
10;0.1402;E.coli;;HECES
10;0.1844;E.coli;;HECES
10; 0.1484 ;E.coli;M3;HECES
10;0.1533;E.coli;;HECES
10;0.1737;E.coli;;HECES
10; 0.1497 ;E.coli;M4;HECES
10;0.1466;E.coli;;HECES
10;0.1585;E.coli;;HECES
10; 0.1546 ;E.coli;M5;LECHE
10;0.1473;E.coli;;LECHE
10;0.1638;E.coli;;LECHE
10; 0.1555 ;E.coli;M6;LECHE
10;0.1442;E.coli;;LECHE
10;0.1512;E.coli;;LECHE
10; 0.1719 ;E.coli;M7;HECES
10;0.1622;E.coli;;HECES
10;0.1727;E.coli;;HECES
10; 0.1560 ;E.coli;M8;LECHE
10;0.1441;E.coli;;LECHE
10;0.2133;E.coli;;LECHE
10; 0.1743 ;E.coli;M9;HECES
10;0.1692;E.coli;;HECES
10;0.3316;E.coli;;HECES
10; 0.1642 ;E.coli;M10;HECES
10;0.1629;E.coli;;HECES
10;0.2723;E.coli;;HECES
10; 0.1799  ;E.coli;M11;LECHE
10;0.1746;E.coli;;LECHE
10;0.1913;E.coli;;LECHE
10; 0.1861 ;E.coli;M12;LECHE
10;0.1809;E.coli;;LECHE
10;0.1717;E.coli;;LECHE
10; 0.2398 ;E.coli;M13;HECES
10;0.2283;E.coli;;HECES
10;0.2370;E.coli;;HECES
10; 0.1684 ;E.coli;M14;HECES
10;0.1649;E.coli;;HECES
10;0.2831;E.coli;;HECES
10; 0.1202 ;E.coli;M15;LECHE
10;0.1187;E.coli;;LECHE
10;0.2985;E.coli;;LECHE
10; 0.1792 ;E.coli;M16;HECES
10;0.1839;E.coli;;HECES
10;0.1852;E.coli;;HECES
10; 0.1796 ;E.coli;M17;HECES
10;0.1803;E.coli;;HECES
10;0.2374;E.coli;;HECES
10; 0.1615 ;E.coli;M18;HECES
10;0.1658;E.coli;;HECES
10;0.1542;E.coli;;HECES
10; 0.1716  ;E.coli;M19;HECES
10;0.1731;E.coli;;HECES
10;0.2876;E.coli;;HECES
10; 0.1717 ;E.coli;M20;HECES
10;0.1707;E.coli;;HECES
10;0.1621;E.coli;;HECES
10; 0.1772 ;E.coli;M21;LECHE
10;0.1824;E.coli;;LECHE
10;0.1802;E.coli;;LECHE
10; 0.6422 ;E.coli;M22;HECES
10;0.4120;E.coli;;HECES
10;0.6804;E.coli;;HECES
10; 0.1860 ;E.coli;M23;LECHE
10;0.4120;E.coli;;LECHE
10;0.7281;E.coli;;LECHE
10; 0.2439 ;E.coli;M24;LECHE
10;0.2458;E.coli;;LECHE
10;0.2392;E.coli;;LECHE
10; 0.1167  ;E.coli;M25;HECES
10;0.1221;E.coli;;HECES
10;0.1225;E.coli;;HECES
10; 0.1255 ;E.coli;M26;HECES
10;0.1263;E.coli;;HECES
10;0.1308;E.coli;;HECES
10; 0.1232 ;E.coli;M27;LECHE
10;0.1251;E.coli;;LECHE
10;0.1231;E.coli;;LECHE
10; 0.1322 ;E.coli;M28;LECHE
10;0.1218;E.coli;;LECHE
10;0.1221;E.coli;;LECHE
10; 0.1726 ;E.coli;M29;HECES
10;0.1776;E.coli;;HECES
10;0.1764;E.coli;;HECES
10; 0.1829 ;E.coli;M30;LECHE
10;0.1912;E.coli;;LECHE
10;0.1916;E.coli;;LECHE
10; 0.1510  ;E.coli;M31;HECES
10;0.1598;E.coli;;HECES
10;0.1544;E.coli;;HECES
10; 0.1574 ;E.coli;M32;LECHE
10;0.1559;E.coli;;LECHE
10;0.1479;E.coli;;LECHE
10; 0.2108 ;E.coli;M33;LECHE
10;0.2099;E.coli;;LECHE
10;0.2081;E.coli;;LECHE
10; 0.1566  ;E.coli;M34;LECHE
10;0.1601;E.coli;;LECHE
10;0.1567;E.coli;;LECHE
11; 0.1556 ;E.coli;M1;HECES
11;0.1570;E.coli;;HECES
11;0.1933;E.coli;;HECES
11; 0.1454 ;E.coli;M2;HECES
11;0.1415;E.coli;;HECES
11;0.1893;E.coli;;HECES
11; 0.1487 ;E.coli;M3;HECES
11;0.1536;E.coli;;HECES
11;0.1766;E.coli;;HECES
11; 0.1493 ;E.coli;M4;HECES
11;0.1479;E.coli;;HECES
11;0.1585;E.coli;;HECES
11; 0.1551 ;E.coli;M5;LECHE
11;0.1484;E.coli;;LECHE
11;0.1634;E.coli;;LECHE
11; 0.1561 ;E.coli;M6;LECHE
11;0.1452;E.coli;;LECHE
11;0.1510;E.coli;;LECHE
11; 0.1729 ;E.coli;M7;HECES
11;0.1630;E.coli;;HECES
11;0.1758;E.coli;;HECES
11; 0.1569 ;E.coli;M8;LECHE
11;0.1448;E.coli;;LECHE
11;0.2168;E.coli;;LECHE
11;0.1696  ;E.coli;M9;HECES
11;0.1744;E.coli;;HECES
