Tiempo;Abs;patogeno;Probiotics;Muestra
22;0.2388;S.pneumoniae;M8;Leche
22;0.1702;S.pneumoniae;M9;Heces
22;0.1722;S.pneumoniae;M9;Heces
22;0.4508;S.pneumoniae;M9;Heces
22;0.185;S.pneumoniae;M10;Heces
22;0.2081;S.pneumoniae;M10;Heces
22;0.4234;S.pneumoniae;M10;Heces
22;0.1863;S.pneumoniae;M11;Leche
22;0.1973;S.pneumoniae;M11;Leche
22;0.2195;S.pneumoniae;M11;Leche
22;0.1887;S.pneumoniae;M12;Leche
22;0.194;S.pneumoniae;M12;Leche
22;0.1903;S.pneumoniae;M12;Leche
22;0.4381;S.pneumoniae;M13;Heces
22;0.4549;S.pneumoniae;M13;Heces
22;0.2556;S.pneumoniae;M13;Heces
22;0.1719;S.pneumoniae;M14;Heces
22;0.189;S.pneumoniae;M14;Heces
22;0.4112;S.pneumoniae;M14;Heces
22;0.1347;S.pneumoniae;M15;Leche
22;0.1582;S.pneumoniae;M15;Leche
22;0.1363;S.pneumoniae;M15;Leche
22;0.184;S.pneumoniae;M16;Heces
22;0.189;S.pneumoniae;M16;Heces
22;0.2145;S.pneumoniae;M16;Heces
22;0.1872;S.pneumoniae;M17;Heces
22;0.1825;S.pneumoniae;M17;Heces
22;0.3191;S.pneumoniae;M17;Heces
22;0.1743;S.pneumoniae;M18;Heces
22;0.1694;S.pneumoniae;M18;Heces
22;0.1582;S.pneumoniae;M18;Heces
22;0.1727;S.pneumoniae;M19;Heces
22;0.1708;S.pneumoniae;M19;Heces
22;0.4817;S.pneumoniae;M19;Heces
22;0.1774;S.pneumoniae;M20;Heces
22;0.2292;S.pneumoniae;M20;Heces
22;0.2249;S.pneumoniae;M20;Heces
22;0.1767;S.pneumoniae;M21;Leche
22;0.1874;S.pneumoniae;M21;Leche
22;0.2021;S.pneumoniae;M21;Leche
22;0.7403;S.pneumoniae;M22;Heces
22;0.715;S.pneumoniae;M22;Heces
22;0.6913;S.pneumoniae;M22;Heces
22;0.7403;S.pneumoniae;M23;Leche
22;0.4507;S.pneumoniae;M23;Leche
22;0.7142;S.pneumoniae;M23;Leche
22;0.4255;S.pneumoniae;M24;Leche
22;0.4109;S.pneumoniae;M24;Leche
22;0.2681;S.pneumoniae;M24;Leche
22;0.1576;S.pneumoniae;M25;Heces
22;0.1409;S.pneumoniae;M25;Heces
22;0.1402;S.pneumoniae;M25;Heces
22;0.1291;S.pneumoniae;M26;Heces
22;0.1225;S.pneumoniae;M26;Heces
22;0.1272;S.pneumoniae;M26;Heces
22;0.135;S.pneumoniae;M27;Leche
22;0.1156;S.pneumoniae;M27;Leche
22;0.1505;S.pneumoniae;M27;Leche
22;0.1678;S.pneumoniae;M28;Leche
22;0.1217;S.pneumoniae;M28;Leche
22;0.2493;S.pneumoniae;M28;Leche
22;0.1835;S.pneumoniae;M29;Heces
22;0.1938;S.pneumoniae;M29;Heces
22;0.1642;S.pneumoniae;M29;Heces
22;0.187;S.pneumoniae;M30;Leche
22;0.1862;S.pneumoniae;M30;Leche
22;0.2237;S.pneumoniae;M30;Leche
22;0.1948;S.pneumoniae;M31;Heces
22;0.1866;S.pneumoniae;M31;Heces
22;0.1902;S.pneumoniae;M31;Heces
22;0.1757;S.pneumoniae;M32;Leche
22;0.1856;S.pneumoniae;M32;Leche
22;0.178;S.pneumoniae;M32;Leche
22;0.4076;S.pneumoniae;M33;Leche
22;0.2289;S.pneumoniae;M33;Leche
22;0.2253;S.pneumoniae;M33;Leche
22;0.209;S.pneumoniae;M34;Leche
22;0.1917;S.pneumoniae;M34;Leche
22;0.2041;S.pneumoniae;M34;Leche
23;0.2418;S.pneumoniae;M1;Heces
23;0.2711;S.pneumoniae;M1;Heces
23;0.2579;S.pneumoniae;M1;Heces
23;0.1883;S.pneumoniae;M2;Heces
23;0.1867;S.pneumoniae;M2;Heces
23;0.2502;S.pneumoniae;M2;Heces
23;0.2181;S.pneumoniae;M3;Heces
23;0.2775;S.pneumoniae;M3;Heces
23;0.2967;S.pneumoniae;M3;Heces
23;0.1464;S.pneumoniae;M4;Heces
23;0.141;S.pneumoniae;M4;Heces
23;0.1679;S.pneumoniae;M4;Heces
23;0.1501;S.pneumoniae;M5;Leche
23;0.1517;S.pneumoniae;M5;Leche
23;0.1734;S.pneumoniae;M5;Leche
23;0.1527;S.pneumoniae;M6;Leche
23;0.1523;S.pneumoniae;M6;Leche
23;0.1579;S.pneumoniae;M6;Leche
23;0.1707;S.pneumoniae;M7;Heces
23;0.1703;S.pneumoniae;M7;Heces
23;0.1993;S.pneumoniae;M7;Heces
23;0.1519;S.pneumoniae;M8;Leche
23;0.1757;S.pneumoniae;M8;Leche
23;0.2415;S.pneumoniae;M8;Leche
23;0.1686;S.pneumoniae;M9;Heces
23;0.1722;S.pneumoniae;M9;Heces
23;0.4529;S.pneumoniae;M9;Heces
23;0.1766;S.pneumoniae;M10;Heces
23;0.2183;S.pneumoniae;M10;Heces
23;0.4235;S.pneumoniae;M10;Heces
23;0.1855;S.pneumoniae;M11;Leche
23;0.1968;S.pneumoniae;M11;Leche
23;0.2209;S.pneumoniae;M11;Leche
23;0.1873;S.pneumoniae;M12;Leche
23;0.1951;S.pneumoniae;M12;Leche
23;0.1915;S.pneumoniae;M12;Leche
23;0.439;S.pneumoniae;M13;Heces
23;0.4562;S.pneumoniae;M13;Heces
23;0.2577;S.pneumoniae;M13;Heces
23;0.173;S.pneumoniae;M14;Heces
23;0.1903;S.pneumoniae;M14;Heces
23;0.4129;S.pneumoniae;M14;Heces
23;0.1367;S.pneumoniae;M15;Leche
23;0.1626;S.pneumoniae;M15;Leche
23;0.1376;S.pneumoniae;M15;Leche
23;0.1836;S.pneumoniae;M16;Heces
23;0.1885;S.pneumoniae;M16;Heces
23;0.2174;S.pneumoniae;M16;Heces
23;0.1873;S.pneumoniae;M17;Heces
23;0.1824;S.pneumoniae;M17;Heces
23;0.3227;S.pneumoniae;M17;Heces
23;0.1771;S.pneumoniae;M18;Heces
23;0.1697;S.pneumoniae;M18;Heces
23;0.1583;S.pneumoniae;M18;Heces
23;0.1728;S.pneumoniae;M19;Heces
23;0.1707;S.pneumoniae;M19;Heces
23;0.4848;S.pneumoniae;M19;Heces
23;0.1764;S.pneumoniae;M20;Heces
23;0.2299;S.pneumoniae;M20;Heces
23;0.2289;S.pneumoniae;M20;Heces
23;0.1796;S.pneumoniae;M21;Leche
23;0.189;S.pneumoniae;M21;Leche
23;0.2018;S.pneumoniae;M21;Leche
23;0.7528;S.pneumoniae;M22;Heces
23;0.7129;S.pneumoniae;M22;Heces
23;0.6919;S.pneumoniae;M22;Heces
23;0.7528;S.pneumoniae;M23;Leche
23;0.454;S.pneumoniae;M23;Leche
23;0.7143;S.pneumoniae;M23;Leche
23;0.4261;S.pneumoniae;M24;Leche
23;0.4157;S.pneumoniae;M24;Leche
23;0.271;S.pneumoniae;M24;Leche
23;0.1604;S.pneumoniae;M25;Heces
23;0.1437;S.pneumoniae;M25;Heces
23;0.1432;S.pneumoniae;M25;Heces
23;0.1301;S.pneumoniae;M26;Heces
23;0.123;S.pneumoniae;M26;Heces
23;0.1279;S.pneumoniae;M26;Heces
23;0.1362;S.pneumoniae;M27;Leche
23;0.115;S.pneumoniae;M27;Leche
23;0.1542;S.pneumoniae;M27;Leche
23;0.1749;S.pneumoniae;M28;Leche
23;0.1189;S.pneumoniae;M28;Leche
23;0.2595;S.pneumoniae;M28;Leche
23;0.1831;S.pneumoniae;M29;Heces
23;0.193;S.pneumoniae;M29;Heces
23;0.165;S.pneumoniae;M29;Heces
23;0.186;S.pneumoniae;M30;Leche
23;0.1855;S.pneumoniae;M30;Leche
23;0.2262;S.pneumoniae;M30;Leche
23;0.1984;S.pneumoniae;M31;Heces
23;0.1886;S.pneumoniae;M31;Heces
23;0.1935;S.pneumoniae;M31;Heces
23;0.1788;S.pneumoniae;M32;Leche
23;0.1897;S.pneumoniae;M32;Leche
23;0.1801;S.pneumoniae;M32;Leche
23;0.4087;S.pneumoniae;M33;Leche
23;0.2297;S.pneumoniae;M33;Leche
23;0.2259;S.pneumoniae;M33;Leche
23;0.2122;S.pneumoniae;M34;Leche
23;0.1942;S.pneumoniae;M34;Leche
23;0.2073;S.pneumoniae;M34;Leche
1;0.1527;E.coli;M1;Heces
1;0.1544;E.coli;M1;Heces
1;0.1533;E.coli;M1;Heces
1;0.1366;E.coli;M2;Heces
1;0.1421;E.coli;M2;Heces
1;0.1447;E.coli;M2;Heces
1;0.1505;E.coli;M3;Heces
1;0.1472;E.coli;M3;Heces
1;0.147;E.coli;M3;Heces
1;0.1387;E.coli;M4;Heces
1;0.143;E.coli;M4;Heces
1;0.1541;E.coli;M4;Heces
1;0.1346;E.coli;M5;Leche
1;0.1458;E.coli;M5;Leche
1;0.1477;E.coli;M5;Leche
1;0.1433;E.coli;M6;Leche
1;0.1538;E.coli;M6;Leche
1;0.1439;E.coli;M6;Leche
1;0.16;E.coli;M7;Heces
1;0.1665;E.coli;M7;Heces
1;0.16;E.coli;M7;Heces
1;0.1428;E.coli;M8;Leche
1;0.147;E.coli;M8;Leche
1;0.1814;E.coli;M8;Leche
1;0.1595;E.coli;M9;Heces
1;0.1695;E.coli;M9;Heces
1;0.1793;E.coli;M9;Heces
1;0.158;E.coli;M10;Heces
1;0.1572;E.coli;M10;Heces
1;0.1615;E.coli;M10;Heces
1;0.174;E.coli;M11;Leche
1;0.1708;E.coli;M11;Leche
1;0.1783;E.coli;M11;Leche
1;0.1777;E.coli;M12;Leche
1;0.1736;E.coli;M12;Leche
1;0.1655;E.coli;M12;Leche
1;0.2222;E.coli;M13;Heces
1;0.2109;E.coli;M13;Heces
1;0.2308;E.coli;M13;Heces
1;0.166;E.coli;M14;Heces
1;0.1558;E.coli;M14;Heces
1;0.1736;E.coli;M14;Heces
1;0.1188;E.coli;M15;Leche
1;0.1157;E.coli;M15;Leche
1;0.1362;E.coli;M15;Leche
1;0.1755;E.coli;M16;Heces
1;0.1778;E.coli;M16;Heces
1;0.1656;E.coli;M16;Heces
1;0.1789;E.coli;M17;Heces
1;0.178;E.coli;M17;Heces
1;0.1956;E.coli;M17;Heces
1;0.1561;E.coli;M18;Heces
1;0.163;E.coli;M18;Heces
1;0.1507;E.coli;M18;Heces
1;0.167;E.coli;M19;Heces
1;0.1513;E.coli;M19;Heces
1;0.1678;E.coli;M19;Heces
1;0.1699;E.coli;M20;Heces
1;0.1683;E.coli;M20;Heces
1;0.1396;E.coli;M20;Heces
1;0.1693;E.coli;M21;Leche
1;0.1735;E.coli;M21;Leche
1;0.1654;E.coli;M21;Leche
1;0.1851;E.coli;M22;Heces
1;0.1799;E.coli;M22;Heces
1;0.1904;E.coli;M22;Heces
1;0.181;E.coli;M23;Leche
1;0.1799;E.coli;M23;Leche
1;0.1771;E.coli;M23;Leche
1;0.2363;E.coli;M24;Leche
1;0.2385;E.coli;M24;Leche
1;0.2266;E.coli;M24;Leche
1;0.1143;E.coli;M25;Heces
1;0.1183;E.coli;M25;Heces
1;0.1196;E.coli;M25;Heces
1;0.116;E.coli;M26;Heces
1;0.1144;E.coli;M26;Heces
1;0.1182;E.coli;M26;Heces
1;0.121;E.coli;M27;Leche
1;0.1211;E.coli;M27;Leche
1;0.1207;E.coli;M27;Leche
1;0.1268;E.coli;M28;Leche
1;0.1174;E.coli;M28;Leche
1;0.119;E.coli;M28;Leche
1;0.1648;E.coli;M29;Heces
1;0.1671;E.coli;M29;Heces
1;0.1709;E.coli;M29;Heces
1;0.1796;E.coli;M30;Leche
1;0.1709;E.coli;M30;Leche
1;0.1769;E.coli;M30;Leche
1;0.1368;E.coli;M31;Heces
1;0.1498;E.coli;M31;Heces
1;0.1476;E.coli;M31;Heces
1;0.1488;E.coli;M32;Leche
1;0.15;E.coli;M32;Leche
1;0.1455;E.coli;M32;Leche
1;0.204;E.coli;M33;Leche
1;0.1941;E.coli;M33;Leche
1;0.213;E.coli;M33;Leche
1;0.1496;E.coli;M34;Leche
1;0.1474;E.coli;M34;Leche
1;0.1461;E.coli;M34;Leche
2;0.1538;E.coli;M1;Heces
2;0.1541;E.coli;M1;Heces
2;0.1573;E.coli;M1;Heces
2;0.1405;E.coli;M2;Heces
2;0.136;E.coli;M2;Heces
2;0.1452;E.coli;M2;Heces
2;0.1478;E.coli;M3;Heces
2;0.153;E.coli;M3;Heces
2;0.1508;E.coli;M3;Heces
2;0.1426;E.coli;M4;Heces
2;0.1415;E.coli;M4;Heces
2;0.1521;E.coli;M4;Heces
2;0.1464;E.coli;M5;Leche
2;0.1396;E.coli;M5;Leche
2;0.1491;E.coli;M5;Leche
2;0.1533;E.coli;M6;Leche
2;0.1421;E.coli;M6;Leche
2;0.1455;E.coli;M6;Leche
2;0.1694;E.coli;M7;Heces
2;0.1599;E.coli;M7;Heces
2;0.1604;E.coli;M7;Heces
2;0.147;E.coli;M8;Leche
2;0.1428;E.coli;M8;Leche
2;0.1813;E.coli;M8;Leche
2;0.1708;E.coli;M9;Heces
2;0.1647;E.coli;M9;Heces
2;0.1848;E.coli;M9;Heces
2;0.1588;E.coli;M10;Heces
2;0.1602;E.coli;M10;Heces
2;0.1648;E.coli;M10;Heces
2;0.1756;E.coli;M11;Leche
2;0.1744;E.coli;M11;Leche
2;0.176;E.coli;M11;Leche
2;0.1823;E.coli;M12;Leche
2;0.1762;E.coli;M12;Leche
2;0.1646;E.coli;M12;Leche
2;0.2243;E.coli;M13;Heces
2;0.213;E.coli;M13;Heces
2;0.2257;E.coli;M13;Heces
2;0.1631;E.coli;M14;Heces
2;0.1571;E.coli;M14;Heces
2;0.1784;E.coli;M14;Heces
2;0.1163;E.coli;M15;Leche
2;0.1144;E.coli;M15;Leche
2;0.1374;E.coli;M15;Leche
2;0.1766;E.coli;M16;Heces
2;0.1805;E.coli;M16;Heces
2;0.1659;E.coli;M16;Heces
2;0.1791;E.coli;M17;Heces
2;0.178;E.coli;M17;Heces
2;0.1964;E.coli;M17;Heces
2;0.1563;E.coli;M18;Heces
2;0.1618;E.coli;M18;Heces
2;0.15;E.coli;M18;Heces
2;0.1688;E.coli;M19;Heces
2;0.1691;E.coli;M19;Heces
2;0.157;E.coli;M19;Heces
2;0.1711;E.coli;M20;Heces
2;0.1708;E.coli;M20;Heces
2;0.1401;E.coli;M20;Heces
2;0.1716;E.coli;M21;Leche
2;0.1762;E.coli;M21;Leche
2;0.1672;E.coli;M21;Leche
2;0.1943;E.coli;M22;Heces
2;0.1815;E.coli;M22;Heces
2;0.1997;E.coli;M22;Heces
2;0.183;E.coli;M23;Leche
2;0.1815;E.coli;M23;Leche
2;0.1909;E.coli;M23;Leche
2;0.2392;E.coli;M24;Leche
2;0.2395;E.coli;M24;Leche
2;0.2252;E.coli;M24;Leche
2;0.1125;E.coli;M25;Heces
2;0.1155;E.coli;M25;Heces
2;0.1172;E.coli;M25;Heces
2;0.1143;E.coli;M26;Heces
2;0.113;E.coli;M26;Heces
2;0.119;E.coli;M26;Heces
2;0.1183;E.coli;M27;Leche
2;0.12;E.coli;M27;Leche
2;0.1178;E.coli;M27;Leche
2;0.1176;E.coli;M28;Leche
2;0.1156;E.coli;M28;Leche
2;0.1241;E.coli;M28;Leche
2;0.1692;E.coli;M29;Heces
2;0.1732;E.coli;M29;Heces
2;0.1646;E.coli;M29;Heces
2;0.179;E.coli;M30;Leche
2;0.1881;E.coli;M30;Leche
2;0.1687;E.coli;M30;Leche
2;0.1372;E.coli;M31;Heces
2;0.1487;E.coli;M31;Heces
2;0.1462;E.coli;M31;Heces
2;0.1471;E.coli;M32;Leche
2;0.1486;E.coli;M32;Leche
2;0.143;E.coli;M32;Leche
2;0.199;E.coli;M33;Leche
2;0.1956;E.coli;M33;Leche
2;0.1984;E.coli;M33;Leche
2;0.1475;E.coli;M34;Leche
2;0.1458;E.coli;M34;Leche
2;0.1455;E.coli;M34;Leche
3;0.1552;E.coli;M1;Heces
3;0.1588;E.coli;M1;Heces
3;0.1542;E.coli;M1;Heces
3;0.1423;E.coli;M2;Heces
3;0.1383;E.coli;M2;Heces
3;0.1485;E.coli;M2;Heces
3;0.1478;E.coli;M3;Heces
3;0.153;E.coli;M3;Heces
3;0.1508;E.coli;M3;Heces
3;0.1439;E.coli;M4;Heces
3;0.1426;E.coli;M4;Heces
3;0.1529;E.coli;M4;Heces
3;0.1489;E.coli;M5;Leche
3;0.1417;E.coli;M5;Leche
3;0.154;E.coli;M5;Leche
3;0.1547;E.coli;M6;Leche
3;0.1434;E.coli;M6;Leche
3;0.1467;E.coli;M6;Leche
3;0.1707;E.coli;M7;Heces
3;0.1606;E.coli;M7;Heces
3;0.1625;E.coli;M7;Heces
3;0.1476;E.coli;M8;Leche
3;0.1438;E.coli;M8;Leche
3;0.1842;E.coli;M8;Leche
3;0.1702;E.coli;M9;Heces
3;0.1648;E.coli;M9;Heces
3;0.1944;E.coli;M9;Heces
3;0.1592;E.coli;M10;Heces
3;0.1581;E.coli;M10;Heces
3;0.1765;E.coli;M10;Heces
3;0.1771;E.coli;M11;Leche
3;0.175;E.coli;M11;Leche
3;0.1811;E.coli;M11;Leche
3;0.1825;E.coli;M12;Leche
3;0.1777;E.coli;M12;Leche
3;0.168;E.coli;M12;Leche
3;0.2286;E.coli;M13;Heces
3;0.2166;E.coli;M13;Heces
3;0.2335;E.coli;M13;Heces
3;0.1629;E.coli;M14;Heces
3;0.1567;E.coli;M14;Heces
3;0.1859;E.coli;M14;Heces
3;0.1166;E.coli;M15;Leche
3;0.1145;E.coli;M15;Leche
3;0.1454;E.coli;M15;Leche
3;0.1772;E.coli;M16;Heces
3;0.1803;E.coli;M16;Heces
3;0.1697;E.coli;M16;Heces
3;0.1781;E.coli;M17;Heces
3;0.1773;E.coli;M17;Heces
3;0.2024;E.coli;M17;Heces
3;0.1554;E.coli;M18;Heces
3;0.1622;E.coli;M18;Heces
3;0.1516;E.coli;M18;Heces
3;0.1682;E.coli;M19;Heces
3;0.1694;E.coli;M19;Heces
3;0.1676;E.coli;M19;Heces
3;0.1691;E.coli;M20;Heces
3;0.1697;E.coli;M20;Heces
3;0.1433;E.coli;M20;Heces
3;0.1734;E.coli;M21;Leche
3;0.1778;E.coli;M21;Leche
3;0.1687;E.coli;M21;Leche
3;0.2828;E.coli;M22;Heces
3;0.1821;E.coli;M22;Heces
3;0.2979;E.coli;M22;Heces
3;0.1844;E.coli;M23;Leche
3;0.1821;E.coli;M23;Leche
3;0.3538;E.coli;M23;Leche
3;0.2428;E.coli;M24;Leche
3;0.2418;E.coli;M24;Leche
3;0.2296;E.coli;M24;Leche
3;0.1134;E.coli;M25;Heces
3;0.1175;E.coli;M25;Heces
3;0.1181;E.coli;M25;Heces
3;0.1166;E.coli;M26;Heces
3;0.116;E.coli;M26;Heces
3;0.12;E.coli;M26;Heces
3;0.119;E.coli;M27;Leche
3;0.1205;E.coli;M27;Leche
3;0.119;E.coli;M27;Leche
3;0.1247;E.coli;M28;Leche
3;0.1168;E.coli;M28;Leche
3;0.1188;E.coli;M28;Leche
3;0.1697;E.coli;M29;Heces
3;0.174;E.coli;M29;Heces
3;0.1662;E.coli;M29;Heces
3;0.1801;E.coli;M30;Leche
3;0.1881;E.coli;M30;Leche
3;0.1739;E.coli;M30;Leche
3;0.1412;E.coli;M31;Heces
3;0.1507;E.coli;M31;Heces
3;0.1502;E.coli;M31;Heces
3;0.1501;E.coli;M32;Leche
3;0.1508;E.coli;M32;Leche
3;0.1471;E.coli;M32;Leche
3;0.2011;E.coli;M33;Leche
3;0.2003;E.coli;M33;Leche
3;0.201;E.coli;M33;Leche
3;0.1515;E.coli;M34;Leche
3;0.1495;E.coli;M34;Leche
3;0.1483;E.coli;M34;Leche
4;0.171;E.coli;M1;Heces
4;0.1535;E.coli;M1;Heces
4;0.1536;E.coli;M1;Heces
4;0.1418;E.coli;M2;Heces
4;0.1378;E.coli;M2;Heces
4;0.171;E.coli;M2;Heces
4;0.1467;E.coli;M3;Heces
4;0.1519;E.coli;M3;Heces
4;0.1723;E.coli;M3;Heces
4;0.1457;E.coli;M4;Heces
4;0.1451;E.coli;M4;Heces
4;0.1546;E.coli;M4;Heces
4;0.1498;E.coli;M5;Leche
4;0.1417;E.coli;M5;Leche
4;0.1579;E.coli;M5;Leche
4;0.1537;E.coli;M6;Leche
4;0.1434;E.coli;M6;Leche
4;0.1637;E.coli;M6;Leche
4;0.17;E.coli;M7;Heces
4;0.1602;E.coli;M7;Heces
4;0.1806;E.coli;M7;Heces
4;0.1628;E.coli;M8;Leche
4;0.1421;E.coli;M8;Leche
4;0.2005;E.coli;M8;Leche
4;0.172;E.coli;M9;Heces
4;0.1636;E.coli;M9;Heces
4;0.2137;E.coli;M9;Heces
4;0.1617;E.coli;M10;Heces
4;0.1601;E.coli;M10;Heces
4;0.1831;E.coli;M10;Heces
4;0.1794;E.coli;M11;Leche
4;0.1774;E.coli;M11;Leche
4;0.1814;E.coli;M11;Leche
4;0.1852;E.coli;M12;Leche
4;0.1803;E.coli;M12;Leche
4;0.1693;E.coli;M12;Leche
4;0.2325;E.coli;M13;Heces
4;0.2198;E.coli;M13;Heces
4;0.2362;E.coli;M13;Heces
4;0.1647;E.coli;M14;Heces
4;0.159;E.coli;M14;Heces
4;0.1996;E.coli;M14;Heces
4;0.1188;E.coli;M15;Leche
4;0.1162;E.coli;M15;Leche
4;0.1609;E.coli;M15;Leche
4;0.1795;E.coli;M16;Heces
4;0.1831;E.coli;M16;Heces
4;0.1715;E.coli;M16;Heces
4;0.1793;E.coli;M17;Heces
4;0.1781;E.coli;M17;Heces
4;0.2078;E.coli;M17;Heces
4;0.1572;E.coli;M18;Heces
4;0.1632;E.coli;M18;Heces
4;0.1589;E.coli;M18;Heces
4;0.1694;E.coli;M19;Heces
4;0.1704;E.coli;M19;Heces
4;0.1735;E.coli;M19;Heces
4;0.1711;E.coli;M20;Heces
4;0.1703;E.coli;M20;Heces
4;0.145;E.coli;M20;Heces
4;0.176;E.coli;M21;Leche
4;0.1797;E.coli;M21;Leche
4;0.1865;E.coli;M21;Leche
4;0.3626;E.coli;M22;Heces
4;0.1859;E.coli;M22;Heces
4;0.3784;E.coli;M22;Heces
4;0.1863;E.coli;M23;Leche
4;0.1859;E.coli;M23;Leche
4;0.589;E.coli;M23;Leche
4;0.2434;E.coli;M24;Leche
4;0.244;E.coli;M24;Leche
4;0.231;E.coli;M24;Leche
4;0.1152;E.coli;M25;Heces
4;0.1187;E.coli;M25;Heces
4;0.1202;E.coli;M25;Heces
4;0.1198;E.coli;M26;Heces
4;0.1188;E.coli;M26;Heces
4;0.1224;E.coli;M26;Heces
4;0.1215;E.coli;M27;Leche
4;0.1225;E.coli;M27;Leche
4;0.1212;E.coli;M27;Leche
4;0.127;E.coli;M28;Leche
4;0.1197;E.coli;M28;Leche
4;0.1194;E.coli;M28;Leche
4;0.172;E.coli;M29;Heces
4;0.1768;E.coli;M29;Heces
4;0.1873;E.coli;M29;Heces
4;0.1825;E.coli;M30;Leche
4;0.1915;E.coli;M30;Leche
4;0.1743;E.coli;M30;Leche
4;0.1418;E.coli;M31;Heces
4;0.15;E.coli;M31;Heces
4;0.1521;E.coli;M31;Heces
4;0.1509;E.coli;M32;Leche
4;0.1512;E.coli;M32;Leche
4;0.1461;E.coli;M32;Leche
4;0.2061;E.coli;M33;Leche
4;0.2027;E.coli;M33;Leche
4;0.2033;E.coli;M33;Leche
4;0.1507;E.coli;M34;Leche
4;0.1496;E.coli;M34;Leche
4;0.1493;E.coli;M34;Leche
5;0.1542;E.coli;M1;Heces
5;0.1541;E.coli;M1;Heces
5;0.1607;E.coli;M1;Heces
5;0.143;E.coli;M2;Heces
5;0.1391;E.coli;M2;Heces
5;0.1573;E.coli;M2;Heces
5;0.1478;E.coli;M3;Heces
5;0.1527;E.coli;M3;Heces
5;0.1527;E.coli;M3;Heces
5;0.1457;E.coli;M4;Heces
5;0.1434;E.coli;M4;Heces
5;0.1547;E.coli;M4;Heces
5;0.151;E.coli;M5;Leche
5;0.1444;E.coli;M5;Leche
5;0.1594;E.coli;M5;Leche
5;0.1548;E.coli;M6;Leche
5;0.1436;E.coli;M6;Leche
5;0.1458;E.coli;M6;Leche
5;0.1716;E.coli;M7;Heces
5;0.1616;E.coli;M7;Heces
5;0.1619;E.coli;M7;Heces
5;0.1472;E.coli;M8;Leche
5;0.1438;E.coli;M8;Leche
5;0.1871;E.coli;M8;Leche
5;0.1725;E.coli;M9;Heces
5;0.1664;E.coli;M9;Heces
5;0.2191;E.coli;M9;Heces
5;0.1626;E.coli;M10;Heces
5;0.1604;E.coli;M10;Heces
5;0.1915;E.coli;M10;Heces
5;0.1785;E.coli;M11;Leche
5;0.1765;E.coli;M11;Leche
5;0.2077;E.coli;M11;Leche
5;0.1841;E.coli;M12;Leche
5;0.1797;E.coli;M12;Leche
5;0.1964;E.coli;M12;Leche
5;0.2326;E.coli;M13;Heces
5;0.221;E.coli;M13;Heces
5;0.266;E.coli;M13;Heces
5;0.1652;E.coli;M14;Heces
5;0.1598;E.coli;M14;Heces
5;0.1966;E.coli;M14;Heces
5;0.1183;E.coli;M15;Leche
5;0.1165;E.coli;M15;Leche
5;0.1889;E.coli;M15;Leche
5;0.1787;E.coli;M16;Heces
5;0.1822;E.coli;M16;Heces
5;0.2106;E.coli;M16;Heces
5;0.1799;E.coli;M17;Heces
5;0.1791;E.coli;M17;Heces
5;0.2294;E.coli;M17;Heces
5;0.1586;E.coli;M18;Heces
5;0.1643;E.coli;M18;Heces
5;0.1491;E.coli;M18;Heces
5;0.1709;E.coli;M19;Heces
5;0.1709;E.coli;M19;Heces
5;0.18;E.coli;M19;Heces
5;0.1725;E.coli;M20;Heces
5;0.1713;E.coli;M20;Heces
5;0.1427;E.coli;M20;Heces
5;0.1745;E.coli;M21;Leche
5;0.1799;E.coli;M21;Leche
5;0.1685;E.coli;M21;Leche
5;0.4648;E.coli;M22;Heces
5;0.1937;E.coli;M22;Heces
5;0.4838;E.coli;M22;Heces
5;0.1813;E.coli;M23;Leche
5;0.1937;E.coli;M23;Leche
5;0.6041;E.coli;M23;Leche
5;0.2416;E.coli;M24;Leche
5;0.2437;E.coli;M24;Leche
5;0.251;E.coli;M24;Leche
5;0.1138;E.coli;M25;Heces
5;0.1169;E.coli;M25;Heces
5;0.1195;E.coli;M25;Heces
5;0.1205;E.coli;M26;Heces
5;0.1194;E.coli;M26;Heces
5;0.1227;E.coli;M26;Heces
5;0.1194;E.coli;M27;Leche
5;0.1224;E.coli;M27;Leche
5;0.1197;E.coli;M27;Leche
5;0.1275;E.coli;M28;Leche
5;0.1189;E.coli;M28;Leche
5;0.1193;E.coli;M28;Leche
5;0.1711;E.coli;M29;Heces
5;0.1753;E.coli;M29;Heces
5;0.1676;E.coli;M29;Heces
5;0.1823;E.coli;M30;Leche
5;0.1902;E.coli;M30;Leche
5;0.2023;E.coli;M30;Leche
5;0.1901;E.coli;M31;Heces
5;0.1919;E.coli;M31;Heces
5;0.1877;E.coli;M31;Heces
5;0.1778;E.coli;M32;Leche
5;0.1767;E.coli;M32;Leche
5;0.1821;E.coli;M32;Leche
5;0.2311;E.coli;M33;Leche
5;0.2037;E.coli;M33;Leche
5;0.2343;E.coli;M33;Leche
5;0.1854;E.coli;M34;Leche
5;0.1773;E.coli;M34;Leche
5;0.1755;E.coli;M34;Leche
6;0.1544;E.coli;M1;Heces
6;0.1559;E.coli;M1;Heces
6;0.1666;E.coli;M1;Heces
6;0.1428;E.coli;M2;Heces
6;0.1387;E.coli;M2;Heces
6;0.1629;E.coli;M2;Heces
6;0.1482;E.coli;M3;Heces
6;0.1528;E.coli;M3;Heces
6;0.1547;E.coli;M3;Heces
6;0.1466;E.coli;M4;Heces
